Ticker,Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max Drawdown [%],Avg Drawdown [%],Max Drawdown Duration (days),Avg Drawdown Duration (days),Exposure Time [%],Equity Final [$],Equity Peak [$],Win Rate [%],# Trades,Best Trade [%],Worst Trade [%],Avg Trade [%],Max Trade Duration (days),Avg Trade Duration (days),Profit Factor,Expectancy [%],SQN,Kelly Criterion,Start Date,End Date,Duration (Years of data)
GEN,590752.21,299.87,184.65,6.794521352669038e+40,82.63,0.0,4.93,2.8,590541.57,0.7024,-65.91,-2.56,764 days 17:37:00,3 days 15:25:00,49.31,295426105.17,334252472.95,60.62,2156,4247.83,-34.07,0.42,592 days 16:17:00,0 days 23:28:00,4.11,2.27,0.91,0.0285,2015-08-14 09:30:00,2025-07-25 17:29:00,10
